response,rt,difficulty
1.0,1.06,hard
1.0,1.052,hard
1.0,1.398,hard
0.0,0.481,hard
1.0,1.798,hard
1.0,0.947,hard
1.0,2.093,hard
1.0,0.999,hard
0.0,1.019,hard
0.0,0.852,hard
1.0,0.907,hard
1.0,1.622,hard
1.0,4.679,hard
0.0,1.448,hard
0.0,1.371,hard
1.0,2.045,hard
0.0,0.847,hard
1.0,0.598,hard
0.0,1.437,hard
1.0,3.056,hard
1.0,1.881,hard
1.0,1.597,hard
1.0,3.643,hard
0.0,1.975,hard
1.0,1.442,hard
0.0,0.821999999998,hard
1.0,2.269,hard
1.0,3.653,hard
1.0,1.01,hard
1.0,2.426,hard
1.0,0.698000000002,hard
1.0,1.37,hard
1.0,1.174,hard
0.0,1.325,hard
1.0,1.127,hard
0.0,0.933999999998,hard
1.0,1.771,hard
1.0,1.422,hard
1.0,1.745,hard
1.0,1.429,hard
1.0,0.476000000002,hard
0.0,1.283,hard
1.0,2.447,hard
1.0,0.476000000002,hard
0.0,0.826999999998,hard
1.0,2.807,hard
0.0,0.479999999998,hard
0.0,1.421,hard
1.0,0.584000000002,hard
0.0,0.700999999998,hard
1.0,0.530000000002,hard
1.0,0.559000000002,hard
0.0,0.797999999998,hard
1.0,0.465000000002,hard
1.0,1.155,hard
1.0,0.548000000002,hard
0.0,3.775,hard
0.0,0.721999999998,hard
0.0,0.760999999998,hard
1.0,1.979,hard
0.0,1.333,hard
1.0,0.541000000002,hard
0.0,2.272,hard
0.0,0.607999999998,hard
1.0,1.266,hard
1.0,3.439,hard
1.0,0.600000000002,hard
0.0,0.568999999998,hard
1.0,2.165,hard
1.0,1.311,hard
0.0,0.675999999998,hard
0.0,0.699999999998,hard
1.0,0.582000000002,hard
1.0,3.141,hard
1.0,3.125,hard
1.0,0.806000000002,hard
1.0,2.37,hard
1.0,1.459,hard
0.0,1.304,hard
0.0,1.47,hard
1.0,2.782,hard
0.0,0.717999999998,hard
1.0,0.698000000002,hard
1.0,1.371,hard
1.0,0.707000000002,hard
1.0,0.887000000002,hard
1.0,1.123,hard
0.0,0.950999999998,hard
1.0,0.672000000002,hard
1.0,0.456000000002,hard
1.0,0.981000000002,hard
0.0,1.021,hard
1.0,0.482000000002,hard
0.0,1.288,hard
1.0,0.497000000002,hard
0.0,1.462,hard
1.0,0.853000000002,hard
0.0,0.925999999998,hard
1.0,0.550000000002,hard
0.0,1.317,hard
1.0,1.214,hard
1.0,1.746,hard
0.0,4.786,hard
1.0,1.008,hard
1.0,0.996000000002,hard
1.0,0.507000000002,hard
1.0,0.793000000002,hard
1.0,0.467000000002,hard
1.0,0.510000000002,hard
1.0,0.892000000002,hard
1.0,0.866000000002,hard
0.0,0.410999999998,hard
0.0,0.864999999998,hard
1.0,1.688,hard
0.0,1.309,hard
0.0,1.507,hard
1.0,0.561000000002,hard
0.0,1.155,hard
1.0,1.023,hard
1.0,0.885000000002,hard
0.0,1.654,hard
1.0,0.774000000002,hard
1.0,0.565000000002,hard
1.0,1.861,hard
1.0,0.671000000002,hard
1.0,0.548000000002,hard
1.0,0.533000000002,hard
1.0,2.673,hard
1.0,0.828000000002,hard
1.0,1.787,hard
1.0,0.467000000002,hard
1.0,0.930000000002,hard
1.0,3.733,hard
0.0,1.379,hard
1.0,0.801000000002,hard
1.0,0.884000000002,hard
0.0,1.117,hard
1.0,1.204,hard
1.0,0.988000000002,hard
0.0,0.575999999998,hard
1.0,2.346,hard
1.0,0.519000000002,hard
1.0,0.845000000002,hard
0.0,0.484999999998,hard
1.0,1.22,hard
0.0,0.486999999998,hard
0.0,1.89,hard
1.0,0.811000000002,hard
1.0,0.575000000002,hard
1.0,2.661,hard
1.0,0.528000000002,hard
1.0,1.491,hard
0.0,1.053,hard
1.0,0.752000000002,hard
1.0,0.557000000002,hard
1.0,0.529000000002,hard
0.0,0.542999999998,hard
0.0,0.745999999998,hard
0.0,1.392,hard
1.0,0.719000000002,hard
1.0,1.562,hard
1.0,0.472000000002,hard
1.0,0.713000000002,hard
1.0,1.73,hard
1.0,1.521,hard
0.0,1.943,hard
1.0,1.803,hard
1.0,0.912000000002,hard
1.0,1.891,hard
1.0,0.689000000002,hard
1.0,0.612000000002,hard
0.0,1.343,hard
1.0,0.687000000002,hard
1.0,1.048,hard
1.0,0.696000000002,hard
1.0,1.237,hard
1.0,0.698000000002,hard
1.0,0.859000000002,hard
0.0,1.244,hard
1.0,0.551000000002,hard
1.0,0.980000000002,hard
1.0,0.365000000002,hard
1.0,0.460000000002,hard
1.0,2.219,hard
1.0,0.842000000002,hard
1.0,1.971,hard
1.0,3.271,hard
1.0,0.642000000002,hard
1.0,1.055,hard
0.0,0.619999999998,hard
1.0,0.515000000002,hard
1.0,0.568000000002,hard
0.0,4.488,hard
1.0,0.477000000002,hard
1.0,1.745,hard
1.0,2.966,hard
1.0,0.717000000002,hard
1.0,0.706000000002,hard
0.0,1.348,hard
1.0,1.715,hard
1.0,1.635,hard
1.0,0.958000000002,hard
1.0,0.866000000002,hard
1.0,0.584000000002,hard
0.0,1.199,hard
1.0,1.411,hard
1.0,2.166,hard
1.0,0.760000000002,hard
1.0,0.978000000002,hard
0.0,1.48,hard
1.0,2.421,hard
1.0,1.097,hard
1.0,0.524000000002,hard
1.0,1.124,hard
0.0,2.309,hard
1.0,0.471000000002,hard
1.0,0.616000000002,hard
1.0,1.702,hard
1.0,1.082,hard
1.0,0.772000000002,hard
1.0,0.722000000002,hard
1.0,0.822000000002,hard
1.0,0.949000000002,hard
1.0,1.613,hard
0.0,1.049,hard
0.0,2.033,hard
1.0,2.136,hard
0.0,1.212,hard
1.0,0.699000000002,hard
1.0,1.438,hard
0.0,0.723999999998,hard
1.0,2.472,hard
0.0,0.587999999998,hard
1.0,0.981000000002,hard
1.0,0.873000000002,hard
1.0,0.963000000002,hard
1.0,1.16,hard
1.0,0.551000000002,hard
1.0,1.043,hard
1.0,0.517000000002,hard
1.0,1.418,hard
0.0,2.072,hard
1.0,1.285,hard
1.0,2.674,hard
1.0,0.758000000002,hard
1.0,0.600000000002,hard
0.0,0.620999999998,hard
1.0,0.641000000002,hard
0.0,0.377999999998,hard
1.0,0.498000000002,hard
1.0,0.739000000002,hard
1.0,1.123,hard
1.0,0.896000000002,hard
0.0,1.927,hard
1.0,1.548,hard
0.0,0.668999999998,hard
1.0,1.597,hard
1.0,0.727000000002,hard
1.0,1.035,hard
1.0,1.806,hard
1.0,1.377,hard
1.0,0.696000000002,hard
1.0,0.543000000002,hard
1.0,0.877000000002,hard
0.0,1.369,hard
1.0,0.454000000002,hard
1.0,1.711,hard
1.0,1.383,hard
1.0,1.307,hard
1.0,0.712000000002,hard
1.0,3.216,hard
0.0,0.663999999998,hard
1.0,0.834000000002,hard
1.0,1.371,hard
1.0,1.257,hard
0.0,0.606999999998,hard
1.0,1.197,hard
1.0,0.722000000002,hard
1.0,0.600000000002,hard
1.0,1.102,hard
1.0,0.917000000002,hard
0.0,1.07,hard
1.0,1.409,hard
1.0,0.457000000002,hard
1.0,0.756000000002,hard
1.0,1.198,hard
0.0,0.497999999998,hard
1.0,0.887000000002,hard
1.0,0.731000000002,hard
1.0,0.970000000002,hard
1.0,0.834000000002,hard
1.0,0.518000000002,hard
1.0,0.976000000002,hard
1.0,0.888000000002,hard
1.0,0.722000000002,hard
1.0,1.096,hard
0.0,0.766999999998,hard
1.0,3.376,hard
1.0,0.576000000002,hard
1.0,1.848,hard
0.0,1.408,hard
1.0,0.793000000002,hard
1.0,0.508000000002,hard
1.0,0.922000000002,hard
1.0,1.646,hard
0.0,1.062,hard
1.0,1.313,hard
0.0,0.607999999998,hard
1.0,0.680000000002,hard
1.0,4.851,hard
0.0,1.235,hard
1.0,0.937000000002,hard
0.0,0.655999999998,hard
1.0,0.993000000002,hard
1.0,0.994000000002,hard
0.0,1.406,hard
1.0,0.690000000002,hard
0.0,1.884,hard
0.0,1.271,hard
1.0,1.713,hard
1.0,1.754,hard
0.0,1.527,hard
1.0,0.508000000002,hard
1.0,0.760000000002,hard
1.0,0.784000000002,hard
1.0,1.486,hard
1.0,1.104,hard
1.0,0.523000000002,hard
1.0,1.304,hard
1.0,1.26,hard
1.0,0.983000000002,hard
1.0,1.193,hard
1.0,1.012,hard
0.0,1.529,hard
1.0,0.759000000002,hard
1.0,1.005,hard
1.0,0.818000000002,hard
1.0,1.373,hard
1.0,0.916000000002,hard
0.0,1.087,hard
1.0,1.001,hard
1.0,1.812,hard
1.0,0.585000000002,hard
1.0,2.48,hard
1.0,1.316,hard
1.0,0.834000000002,hard
0.0,0.576999999998,hard
1.0,0.547000000002,hard
0.0,2.22,hard
1.0,1.756,hard
1.0,0.787000000002,hard
0.0,0.989999999998,hard
0.0,3.76,hard
0.0,1.424,hard
0.0,0.498999999998,hard
1.0,1.574,hard
1.0,0.582000000002,hard
1.0,1.249,hard
1.0,0.792000000002,hard
1.0,1.307,hard
1.0,1.094,hard
0.0,1.117,hard
0.0,1.315,hard
1.0,0.756000000002,hard
1.0,1.001,hard
1.0,0.641000000002,hard
1.0,0.593000000002,hard
0.0,1.875,hard
0.0,0.831999999998,hard
1.0,0.614000000002,hard
1.0,0.722000000002,hard
0.0,0.690999999998,hard
1.0,0.900000000002,hard
0.0,0.820999999998,hard
1.0,1.581,hard
0.0,0.564999999998,hard
1.0,0.516000000002,hard
0.0,1.131,hard
1.0,0.805000000002,hard
0.0,1.763,hard
0.0,1.349,hard
1.0,0.657000000002,hard
1.0,0.885000000002,hard
1.0,0.605000000002,hard
0.0,0.692999999998,hard
1.0,2.19,hard
1.0,1.674,hard
1.0,0.412000000002,hard
1.0,1.155,hard
1.0,0.813000000002,hard
0.0,0.548999999998,hard
1.0,0.579000000002,hard
1.0,1.925,hard
0.0,0.655999999998,hard
1.0,0.987000000002,hard
1.0,0.898000000002,hard
1.0,1.342,hard
1.0,1.039,hard
1.0,1.5,hard
1.0,0.444000000002,hard
1.0,4.689,hard
1.0,0.567000000002,hard
1.0,3.272,hard
1.0,0.681000000002,hard
1.0,0.927000000002,hard
1.0,4.558,hard
1.0,1.576,hard
0.0,1.347,hard
1.0,0.968000000002,hard
1.0,0.462000000002,hard
1.0,1.121,hard
1.0,0.479000000002,hard
1.0,0.523000000002,hard
1.0,1.294,hard
1.0,1.215,hard
1.0,3.069,hard
1.0,0.667000000002,hard
1.0,0.495000000002,hard
0.0,3.94,hard
0.0,1.097,hard
0.0,0.510999999998,hard
1.0,2.227,hard
1.0,2.065,hard
1.0,2.408,hard
0.0,1.31,hard
0.0,1.358,hard
1.0,2.116,hard
1.0,0.410000000002,hard
1.0,0.806000000002,hard
1.0,4.344,hard
1.0,0.694000000002,hard
1.0,0.548000000002,hard
0.0,1.817,hard
1.0,1.224,hard
0.0,0.618999999998,hard
1.0,0.922000000002,hard
1.0,3.974,hard
1.0,0.995000000002,hard
1.0,0.865000000002,hard
0.0,1.24,hard
0.0,0.931999999998,hard
1.0,0.554000000002,hard
1.0,1.135,hard
1.0,1.012,hard
1.0,0.660000000002,hard
1.0,1.904,hard
1.0,0.498000000002,hard
1.0,1.619,hard
1.0,1.114,hard
1.0,1.209,hard
0.0,0.911999999998,hard
0.0,0.746999999998,hard
1.0,1.596,hard
0.0,3.014,hard
1.0,0.980000000002,hard
1.0,1.073,hard
1.0,2.3,hard
1.0,0.730000000002,hard
1.0,1.25,hard
0.0,0.799999999998,hard
1.0,0.927000000002,hard
1.0,0.717000000002,hard
1.0,1.102,hard
1.0,3.09,hard
1.0,1.606,hard
1.0,2.095,hard
1.0,0.689000000002,hard
1.0,1.256,hard
1.0,0.981000000002,hard
1.0,1.842,hard
1.0,1.029,hard
1.0,1.542,hard
1.0,0.895000000002,hard
1.0,0.627000000002,hard
1.0,0.470000000002,hard
1.0,0.759000000002,hard
0.0,0.632999999998,hard
1.0,0.919000000002,hard
1.0,0.926000000002,hard
0.0,1.021,hard
1.0,0.626000000002,hard
0.0,1.52,hard
1.0,0.757000000002,hard
1.0,1.212,hard
1.0,1.347,hard
1.0,1.532,hard
1.0,1.025,hard
1.0,1.382,hard
1.0,3.399,hard
1.0,1.349,hard
1.0,0.624000000002,hard
0.0,0.624999999998,hard
1.0,0.565000000002,hard
0.0,1.9,hard
1.0,0.807000000002,hard
0.0,0.676999999998,hard
1.0,1.331,hard
1.0,0.668000000002,hard
1.0,2.838,hard
0.0,2.434,hard
1.0,0.638,easy
1.0,1.807,easy
1.0,2.934,easy
1.0,0.713,easy
1.0,1.566,easy
1.0,1.195,easy
1.0,1.003,easy
1.0,0.966,easy
1.0,0.788,easy
1.0,0.553,easy
1.0,1.833,easy
1.0,1.311,easy
1.0,0.489000000002,easy
1.0,0.794000000002,easy
1.0,0.619000000002,easy
1.0,0.545000000002,easy
1.0,0.753000000002,easy
1.0,0.530000000002,easy
1.0,1.05,easy
1.0,0.653000000002,easy
1.0,0.474000000002,easy
1.0,2.478,easy
1.0,0.816000000002,easy
1.0,1.83,easy
0.0,1.246,easy
1.0,0.675000000002,easy
1.0,1.181,easy
1.0,0.528000000002,easy
1.0,0.699000000002,easy
1.0,0.767000000002,easy
1.0,1.352,easy
1.0,1.149,easy
1.0,0.810000000002,easy
1.0,1.446,easy
1.0,1.502,easy
1.0,1.089,easy
0.0,2.175,easy
0.0,1.495,easy
1.0,0.863000000002,easy
1.0,0.706000000002,easy
1.0,0.854000000002,easy
1.0,0.736000000002,easy
1.0,0.515000000002,easy
1.0,1.961,easy
0.0,1.254,easy
1.0,0.720000000002,easy
1.0,3.384,easy
1.0,0.798000000002,easy
1.0,0.892000000002,easy
1.0,1.046,easy
1.0,1.606,easy
1.0,0.770000000002,easy
1.0,0.499000000002,easy
1.0,1.378,easy
1.0,1.723,easy
1.0,1.108,easy
1.0,0.428000000002,easy
1.0,0.909000000002,easy
1.0,0.601000000002,easy
1.0,1.654,easy
1.0,0.642000000002,easy
1.0,1.747,easy
1.0,1.395,easy
1.0,1.493,easy
1.0,0.617000000002,easy
1.0,0.716000000002,easy
1.0,0.761000000002,easy
1.0,0.626000000002,easy
1.0,1.02,easy
1.0,1.834,easy
1.0,0.896000000002,easy
1.0,0.629000000002,easy
1.0,1.256,easy
1.0,0.957000000002,easy
1.0,0.541000000002,easy
1.0,1.273,easy
1.0,0.730000000002,easy
1.0,1.766,easy
1.0,0.612,easy
1.0,0.648,easy
0.0,0.806,easy
1.0,0.725,easy
1.0,1.964,easy
1.0,0.664,easy
1.0,1.141,easy
1.0,0.637,easy
1.0,0.728,easy
1.0,0.566,easy
1.0,1.738,easy
1.0,0.528000000002,easy
1.0,1.036,easy
1.0,1.333,easy
1.0,0.921000000002,easy
1.0,0.433000000002,easy
1.0,1.183,easy
1.0,0.866000000002,easy
0.0,4.169,easy
1.0,0.995000000002,easy
1.0,1.615,easy
1.0,0.886000000002,easy
1.0,1.792,easy
1.0,0.932000000002,easy
1.0,0.441000000002,easy
1.0,0.593000000002,easy
1.0,0.617000000002,easy
1.0,0.886000000002,easy
1.0,1.422,easy
1.0,0.476000000002,easy
1.0,2.277,easy
1.0,1.0,easy
0.0,1.517,easy
1.0,0.447000000002,easy
1.0,0.937000000002,easy
1.0,0.491000000002,easy
1.0,1.323,easy
1.0,1.533,easy
1.0,0.895000000002,easy
1.0,1.658,easy
1.0,1.459,easy
1.0,0.666000000002,easy
1.0,0.721000000002,easy
1.0,0.972000000002,easy
1.0,1.685,easy
1.0,1.41,easy
1.0,0.479000000002,easy
1.0,0.622000000002,easy
1.0,0.437000000002,easy
1.0,0.956000000002,easy
1.0,0.603000000002,easy
1.0,2.223,easy
1.0,2.265,easy
1.0,0.988000000002,easy
1.0,0.989000000002,easy
1.0,0.606000000002,easy
1.0,0.836000000002,easy
1.0,1.225,easy
1.0,1.205,easy
1.0,0.637000000002,easy
1.0,1.271,easy
1.0,0.419000000002,easy
1.0,0.836000000002,easy
1.0,0.933000000002,easy
1.0,0.577000000002,easy
1.0,1.653,easy
1.0,0.973000000002,easy
0.0,2.444,easy
1.0,0.658000000002,easy
1.0,0.509000000002,easy
1.0,1.042,easy
1.0,0.733000000002,easy
0.0,0.730999999998,easy
1.0,2.442,easy
1.0,0.750000000002,easy
0.0,0.630999999998,easy
1.0,0.559000000002,easy
1.0,1.239,easy
1.0,1.071,easy
0.0,0.738999999998,easy
1.0,0.614000000002,easy
1.0,0.784000000002,easy
1.0,0.634000000002,easy
1.0,0.534000000002,easy
1.0,0.648000000002,easy
0.0,2.473,easy
1.0,0.515000000002,easy
1.0,0.670000000002,easy
0.0,1.001,easy
1.0,0.444000000002,easy
0.0,1.806,easy
1.0,0.507000000002,easy
1.0,1.135,easy
1.0,1.171,easy
1.0,0.930000000002,easy
1.0,0.654000000002,easy
1.0,0.457000000002,easy
1.0,1.28,easy
1.0,1.524,easy
1.0,2.367,easy
1.0,1.663,easy
1.0,1.02,easy
0.0,0.857999999998,easy
1.0,1.076,easy
1.0,0.669000000002,easy
1.0,1.171,easy
1.0,0.504000000002,easy
1.0,0.500000000002,easy
1.0,1.428,easy
1.0,1.462,easy
1.0,0.601000000002,easy
1.0,1.203,easy
1.0,0.937000000002,easy
1.0,0.649000000002,easy
1.0,0.526000000002,easy
1.0,1.125,easy
0.0,1.945,easy
1.0,1.298,easy
1.0,0.431000000002,easy
1.0,0.587000000002,easy
1.0,1.065,easy
1.0,1.737,easy
1.0,1.107,easy
1.0,2.024,easy
1.0,1.313,easy
1.0,0.827000000002,easy
1.0,1.004,easy
1.0,1.259,easy
0.0,0.667999999998,easy
1.0,0.832000000002,easy
1.0,0.894000000002,easy
1.0,0.824000000002,easy
1.0,0.731000000002,easy
1.0,1.032,easy
1.0,0.532000000002,easy
1.0,0.683000000002,easy
1.0,1.887,easy
1.0,0.798000000002,easy
1.0,2.051,easy
1.0,0.664000000002,easy
1.0,2.29,easy
1.0,0.883000000002,easy
0.0,1.592,easy
1.0,0.565000000002,easy
1.0,1.103,easy
1.0,1.529,easy
1.0,0.412000000002,easy
1.0,1.598,easy
1.0,1.301,easy
1.0,0.462000000002,easy
1.0,0.581000000002,easy
1.0,0.893000000002,easy
1.0,4.093,easy
1.0,0.845000000002,easy
1.0,0.603000000002,easy
1.0,1.01,easy
1.0,0.514000000002,easy
1.0,0.823000000002,easy
1.0,1.25,easy
1.0,0.540000000002,easy
1.0,0.543000000002,easy
0.0,1.057,easy
0.0,0.645999999998,easy
1.0,2.328,easy
1.0,0.605000000002,easy
1.0,0.518000000002,easy
1.0,1.22,easy
1.0,2.005,easy
1.0,1.732,easy
1.0,0.578000000002,easy
1.0,2.709,easy
1.0,1.893,easy
1.0,0.920000000002,easy
1.0,1.438,easy
1.0,1.792,easy
1.0,1.083,easy
0.0,2.943,easy
1.0,1.633,easy
0.0,0.543999999998,easy
1.0,0.454000000002,easy
1.0,0.667000000002,easy
1.0,1.091,easy
1.0,0.581000000002,easy
1.0,0.718000000002,easy
0.0,0.615999999998,easy
1.0,0.655000000002,easy
1.0,2.309,easy
1.0,0.857000000002,easy
1.0,1.608,easy
1.0,0.732000000002,easy
1.0,0.634000000002,easy
1.0,1.027,easy
1.0,0.747000000002,easy
1.0,1.473,easy
1.0,1.268,easy
1.0,0.809000000002,easy
1.0,0.544000000002,easy
1.0,0.944000000002,easy
1.0,1.324,easy
0.0,1.253,easy
0.0,2.239,easy
1.0,0.655000000002,easy
1.0,0.899000000002,easy
0.0,0.657999999998,easy
1.0,1.194,easy
1.0,2.735,easy
1.0,1.272,easy
1.0,1.354,easy
1.0,1.347,easy
1.0,0.785000000002,easy
1.0,1.312,easy
1.0,0.474000000002,easy
1.0,1.689,easy
1.0,0.544000000002,easy
0.0,0.504999999998,easy
0.0,0.924999999998,easy
1.0,0.512000000002,easy
0.0,0.611999999998,easy
1.0,1.957,easy
1.0,0.798000000002,easy
1.0,0.805000000002,easy
1.0,1.555,easy
1.0,1.015,easy
1.0,1.286,easy
1.0,1.338,easy
1.0,1.237,easy
1.0,0.586000000002,easy
0.0,0.403999999998,easy
1.0,0.824000000002,easy
1.0,1.572,easy
1.0,0.815000000002,easy
1.0,1.731,easy
1.0,0.727000000002,easy
1.0,1.076,easy
0.0,1.282,easy
1.0,0.864000000002,easy
1.0,2.27,easy
1.0,0.502000000002,easy
1.0,0.812000000002,easy
1.0,0.610000000002,easy
1.0,0.757000000002,easy
1.0,1.079,easy
1.0,0.853000000002,easy
1.0,1.147,easy
1.0,0.502000000002,easy
1.0,0.761000000002,easy
1.0,0.567000000002,easy
1.0,1.27,easy
1.0,0.638000000002,easy
1.0,1.357,easy
1.0,0.604000000002,easy
1.0,1.09,easy
1.0,1.111,easy
1.0,1.023,easy
1.0,0.655000000002,easy
0.0,0.995999999998,easy
0.0,1.052,easy
1.0,0.774000000002,easy
1.0,0.685000000002,easy
1.0,0.815000000002,easy
1.0,1.284,easy
0.0,3.264,easy
1.0,1.581,easy
1.0,0.613000000002,easy
1.0,1.118,easy
1.0,0.486000000002,easy
1.0,0.928000000002,easy
1.0,0.886000000002,easy
0.0,0.841999999998,easy
0.0,0.518999999998,easy
1.0,1.194,easy
1.0,0.640000000002,easy
1.0,1.608,easy
1.0,1.667,easy
1.0,0.639000000002,easy
1.0,1.728,easy
1.0,0.639000000002,easy
1.0,1.778,easy
1.0,0.810000000002,easy
1.0,1.583,easy
1.0,1.244,easy
1.0,1.044,easy
1.0,0.949000000002,easy
1.0,1.144,easy
1.0,0.820000000002,easy
1.0,0.698000000002,easy
1.0,0.896000000002,easy
1.0,0.488000000002,easy
1.0,1.03,easy
1.0,0.500000000002,easy
1.0,0.928000000002,easy
1.0,0.987000000002,easy
1.0,1.16,easy
1.0,2.037,easy
1.0,5.902,easy
1.0,1.174,easy
1.0,1.3,easy
1.0,0.567000000002,easy
1.0,2.687,easy
1.0,3.062,easy
1.0,0.974000000002,easy
1.0,1.035,easy
1.0,0.437000000002,easy
1.0,1.084,easy
0.0,1.263,easy
1.0,1.692,easy
1.0,1.141,easy
1.0,0.602000000002,easy
1.0,0.775000000002,easy
1.0,0.599000000002,easy
1.0,0.703000000002,easy
1.0,0.715000000002,easy
1.0,0.673000000002,easy
1.0,1.117,easy
0.0,0.883999999998,easy
1.0,0.617000000002,easy
1.0,0.543000000002,easy
1.0,1.095,easy
0.0,1.062,easy
1.0,1.201,easy
0.0,0.846999999998,easy
1.0,2.015,easy
1.0,1.001,easy
1.0,0.650000000002,easy
1.0,0.913000000002,easy
1.0,0.621000000002,easy
1.0,1.265,easy
1.0,1.623,easy
1.0,1.786,easy
1.0,1.095,easy
1.0,0.918000000002,easy
1.0,1.057,easy
1.0,0.453000000002,easy
1.0,1.859,easy
0.0,0.454999999998,easy
1.0,1.721,easy
0.0,0.669999999998,easy
1.0,1.915,easy
1.0,0.413000000002,easy
1.0,1.242,easy
1.0,0.783000000002,easy
1.0,0.765000000002,easy
1.0,0.533000000002,easy
0.0,0.499999999998,easy
1.0,1.112,easy
1.0,0.455000000002,easy
0.0,0.455999999998,easy
1.0,1.046,easy
1.0,0.769000000002,easy
1.0,0.660000000002,easy
1.0,0.556000000002,easy
1.0,2.323,easy
1.0,0.928000000002,easy
1.0,1.017,easy
0.0,0.702999999998,easy
1.0,0.591000000002,easy
1.0,1.767,easy
1.0,0.810000000002,easy
0.0,1.365,easy
1.0,3.395,easy
1.0,0.495000000002,easy
1.0,0.490000000002,easy
1.0,2.509,easy
1.0,2.991,easy
1.0,0.848000000002,easy
1.0,2.241,easy
0.0,1.681,easy
1.0,0.820000000002,easy
1.0,0.547000000002,easy
1.0,0.583000000002,easy
1.0,0.877000000002,easy
1.0,1.888,easy
1.0,0.675000000002,easy
1.0,1.58,easy
0.0,1.683,easy
1.0,1.562,easy
0.0,0.910999999998,easy
0.0,1.87,easy
1.0,3.281,easy
1.0,0.616000000002,easy
1.0,0.610000000002,easy
0.0,0.584999999998,easy
1.0,0.649000000002,easy
1.0,0.611000000002,easy
1.0,1.35,easy
1.0,1.152,easy
0.0,0.797999999998,easy
1.0,0.763000000002,easy
1.0,0.492000000002,easy
1.0,0.872000000002,easy
1.0,0.842000000002,easy
1.0,1.715,easy
1.0,1.171,easy
1.0,1.01,easy
1.0,0.958000000002,easy
0.0,0.440999999998,easy
1.0,0.763000000002,easy
1.0,0.788000000002,easy
1.0,0.593000000002,easy
1.0,0.646000000002,easy
1.0,0.725000000002,easy
1.0,0.525000000002,easy
1.0,0.528000000002,easy
1.0,1.531,easy
1.0,1.9,easy
0.0,0.945999999998,easy
1.0,1.63,easy
1.0,0.916000000002,easy
1.0,1.095,easy
1.0,1.021,easy
1.0,1.19,easy
1.0,0.651000000002,easy
0.0,1.975,easy
1.0,1.522,easy
1.0,0.809000000002,easy
1.0,2.191,easy
1.0,0.630000000002,easy
1.0,0.968000000002,easy
1.0,0.733000000002,easy
1.0,0.522000000002,easy
1.0,1.011,easy
1.0,0.760000000002,easy
